gauge_id,country,gauge_name,water_body_name,id6,water_body_type,gauge_lon,gauge_lat,gauge_easting,gauge_northing,gauge_elevation,area,elev_mean,elev_min,elev_percentile10,elev_percentile25,elev_percentile50,elev_percentile75,elev_percentile90,elev_max,slope_mean,flat_area_perc,steep_area_perc,ind_start_date,ind_end_date,ind_number_of_years,p_mean,pet_mean,aridity,p_seasonality,frac_snow,high_prec_freq,high_prec_dur,high_prec_timing,low_prec_freq,low_prec_dur,low_prec_timing,sign_start_date,sign_end_date,sign_number_of_years,q_mean,runoff_ratio,stream_elas,slope_fdc,baseflow_index_landson,hfd_mean,Q5,Q95,high_q_freq,high_q_dur,low_q_freq,low_q_dur,zero_q_freq,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing,geo_porosity,geo_log10_permeability,unconsol_sediments,siliciclastic_sedimentary,mixed_sedimentary,carbonate_sedimentary,pyroclastic,acid_volcanic,basic_volcanic,acid_plutonic,intermediate_plutonic,basic_plutonic,metamorphics,water_geo,ice_geo,crop_perc,grass_perc,scrub_perc,dwood_perc,mixed_wood_perc,ewood_perc,wetlands_perc,inwater_perc,ice_perc,loose_rock_perc,rock_perc,urban_perc,dom_land_cover,glac_area,glac_vol,glac_mass,glac_area_neighbours,n_inhabitants,dens_inhabitants,hp_count,hp_qturb,hp_inst_turb,hp_max_power,num_reservoir,reservoir_cap,reservoir_he,reservoir_fs,reservoir_irr,reservoir_nousedata,reservoir_year_first,reservoir_year_last,unconsol_coarse_perc,unconsol_medium_perc,unconsol_fine_perc,unconsol_imperm_perc,hardrock_perc,hardrock_imperm_perc,karst_perc,water_perc,null_perc,ext_area_perc
2021,CH,Ponte_Tresa,Lago_di_Lugano,LdLPon,lake,8.86,45.97,2710200,1091800,272.0,608.8,804.52,270.89,283.81,423.76,741.0,1102.01,1428.09,2207.79,20.02,13.19,65.42,1981-10-01,2020-09-30,39,4.852,2.518,0.519,0.364,0.043,23.025,1.367,son,250.714,5.478,djf,,,0,,,,,,,,,,,,,,54.197,37.307,41.619,45.258,70.643,86.367,0.513,8.21,28.812,9.094,17.752,34.078,35.475,41.497,-0.475,8.21,16.99,4.615,10.389,19.202,23.161,24.286,-0.304,8.21,1.059,0.405,0.529,0.777,1.498,2.036,0.484,8.21,1.447,1.286,1.297,1.418,1.546,1.719,0.209,8.21,72.155,32.182,44.906,85.669,98.773,109.75,-0.447,8.21,0.847,0.056,0.406,1.003,1.152,1.27,-0.324,0.0,10.59,2.646,3.871,10.51,15.746,20.051,0.014,8.21,47.849,45.794,46.672,47.429,48.862,50.987,0.256,6.51,44.48,2.713,26.697,44.91,69.853,94.433,-0.013,6.51,0.046,-12.904,15.19,0.61,3.86,27.66,0.0,3.6,2.89,0.26,0.0,0.0,40.04,5.89,0.0,2.52,11.07,1.02,55.84,1.61,3.14,2.16,8.16,0.0,0.71,0.0,13.78,dwood_perc,0.0,0.0,0.0,0.0,212454,348.972,0,0.0,0.0,0.0,0,0.0,,,,,,,0.67,2.96,9.229,0.0,23.268,31.057,25.387,7.429,0.0,0.0
2022,CH,Locarno,Lago_Maggiore,LaMLoc,lake,8.8,46.16,2705480,1113380,197.0,6590.1,1297.04,190.29,279.35,641.82,1275.7,1895.42,2309.41,4517.33,25.05,9.83,75.4,1981-10-01,2020-09-30,39,4.74,2.101,0.443,0.317,0.172,20.948,1.464,son,231.099,4.594,djf,,,0,,,,,,,,,,,,,,62.195,37.699,43.021,66.435,77.595,87.595,-0.225,13.2,23.479,8.378,13.118,20.307,34.667,38.401,0.274,13.2,14.325,4.388,8.956,13.342,20.451,25.671,0.122,13.2,1.017,0.387,0.452,0.731,1.441,2.037,0.465,13.2,1.511,1.288,1.386,1.527,1.59,1.736,-0.112,13.2,70.41,21.982,43.126,70.556,97.893,110.328,-0.005,13.2,0.804,0.035,0.312,1.124,1.237,1.36,-0.596,0.0,9.946,2.664,3.396,9.434,16.424,20.892,0.079,13.2,48.339,39.939,46.669,49.267,51.135,52.643,-0.227,4.27,36.812,27.069,27.795,27.957,28.12,81.623,0.392,4.27,0.026,-13.443,15.03,0.4,2.63,6.75,0.0,0.71,0.51,1.24,0.0,1.73,66.35,4.48,0.18,4.23,14.36,3.74,27.52,8.7,12.38,5.27,4.86,0.65,5.2,7.78,5.3,dwood_perc,20.7486,0.82848,704.207,14.6971,801593,121.636,15,324.7,1376.33,1241.85,24,428560.0,1.0,0.0,0.0,0.0,1918.0,2010.0,3.15,1.43,8.89,0.09,36.5,39.47,5.01,5.1,0.35,0.01
2023,CH,Ringgenberg,Brienzersee,BrSRin,lake,7.9,46.7,2635150,1172340,562.0,1137.4,1940.45,550.15,865.82,1406.52,1961.73,2484.7,2906.87,4084.22,27.11,5.53,78.95,1981-10-01,2020-09-30,39,4.828,1.331,0.276,0.144,0.422,16.154,1.189,jja,202.073,3.434,son,,,0,,,,,,,,,,,,,,71.494,45.805,68.338,73.933,77.657,85.519,-0.182,52.04,18.181,9.021,12.679,16.08,19.561,37.385,0.231,52.04,10.325,4.719,7.624,9.223,13.818,18.554,0.221,52.04,0.811,0.385,0.459,0.743,1.027,1.326,0.183,52.04,1.531,1.362,1.414,1.534,1.596,1.71,-0.025,52.04,87.493,32.518,70.216,87.815,111.657,113.34,-0.011,52.04,0.571,0.009,0.047,0.094,1.123,1.265,0.748,0.0,6.775,2.896,4.167,4.829,8.489,17.539,0.386,52.04,47.203,38.72,41.45,49.971,51.481,53.215,-0.409,6.61,26.276,3.351,27.241,27.668,29.985,32.245,-0.152,6.61,0.041,-13.479,10.75,0.07,3.0,41.56,0.0,0.03,0.0,9.13,0.0,0.0,21.28,3.03,11.15,1.29,25.96,0.0,1.06,9.09,10.87,3.5,3.14,16.54,5.49,21.54,1.54,grass_perc,150.4185,10.48953,8916.103,0.0,31350,27.563,12,335.8,1310.2,1280.8,7,212650.0,1.0,0.0,0.0,0.0,1929.0,1958.0,1.85,0.97,7.87,0.05,43.03,9.1,22.88,14.23,0.0,0.02
2024,CH,Branson,Rhône,RhoBra,stream,7.09,46.13,2573150,1108300,458.0,3727.9,2230.63,456.71,1119.07,1704.02,2323.1,2781.24,3171.12,4521.34,25.58,3.27,79.57,1981-10-01,2020-09-30,39,3.43,1.541,0.449,0.105,0.459,17.795,1.233,son,221.099,3.876,son,1981-10-01,2020-09-30,39,3.215,0.937,0.787,1.453,0.758,251.744,1.125,6.989,0.0,0.0,0.051,1.0,0.0,67.231,36.297,50.157,72.988,77.563,87.64,-0.333,43.49,21.172,8.36,13.781,17.822,30.626,40.545,0.303,43.49,11.596,4.322,8.289,9.365,14.388,24.017,0.34,43.49,0.97,0.425,0.445,0.805,1.329,2.278,0.295,43.49,1.55,1.359,1.409,1.586,1.592,1.736,-0.287,43.49,66.194,16.593,42.76,69.856,103.12,114.561,-0.1,43.49,0.495,0.011,0.054,0.168,1.055,1.251,0.564,0.0,10.905,2.665,3.958,9.888,17.032,20.159,0.14,43.49,45.478,22.546,40.788,48.082,50.382,53.317,-0.323,5.41,36.093,26.676,27.525,29.245,31.682,81.097,0.321,5.41,0.041,-14.012,16.4,7.19,4.53,18.27,0.0,0.0,2.0,3.73,0.0,0.51,35.17,0.31,11.89,2.63,18.28,1.74,0.09,1.94,18.88,2.17,0.26,16.43,8.81,25.76,3.01,rock_perc,543.2599,44.5809,37893.762,0.0412,227437,61.009,19,222.42,2137.13,2083.35,22,697429.0,0.998,0.0,0.002,0.0,1927.0,1989.0,0.77,1.96,13.5,0.17,32.17,31.42,7.47,12.54,0.0,0.0
2025,CH,Brunnen,Vierwaldstättersee,ViSBru,lake,8.6,46.99,2688625,1205370,432.0,1007.4,1876.9,431.74,871.55,1443.14,1967.48,2392.06,2674.22,3597.23,27.87,4.84,83.23,1981-10-01,2020-09-30,39,4.589,1.429,0.311,0.165,0.393,15.872,1.231,jja,197.817,3.368,son,,,0,,,,,,,,,,,,,,73.882,50.71,68.538,73.556,79.17,86.015,0.03,40.44,16.558,8.847,11.573,16.286,19.006,33.1,0.038,40.44,9.56,4.572,7.261,9.602,11.873,15.248,-0.01,40.44,0.757,0.374,0.429,0.611,0.897,1.377,0.314,40.44,1.584,1.359,1.532,1.578,1.621,1.715,0.058,40.44,75.306,23.504,68.934,73.718,102.68,112.55,0.053,40.44,0.644,0.012,0.059,0.393,1.135,1.267,0.401,0.0,8.605,2.736,3.909,6.485,11.578,19.109,0.337,40.44,47.851,39.302,41.182,50.988,52.152,53.673,-0.475,4.52,26.116,5.651,27.25,27.624,29.679,32.074,-0.199,4.52,0.049,-13.741,9.14,1.38,9.4,20.81,0.0,2.45,0.0,18.09,0.32,0.0,31.08,2.31,5.0,0.67,27.04,0.0,0.42,5.65,11.22,8.86,2.36,7.47,10.55,24.22,1.54,grass_perc,66.4505,3.6881,3134.887,0.0,45074,44.743,1,30.0,164.8,160.0,4,101440.0,1.0,0.0,0.0,0.0,1910.0,1960.0,1.99,0.52,6.63,0.0,43.01,24.07,16.46,7.31,0.0,0.01
2026,CH,Chillon,Lac_Léman,LLeChi,lake,6.93,46.41,2560720,1140490,376.0,8000.3,1658.49,367.12,416.92,750.09,1610.33,2437.33,2932.59,4521.34,20.21,16.94,61.13,1981-10-01,2020-09-30,39,3.534,1.757,0.497,0.068,0.303,17.615,1.193,jja,211.022,3.815,son,,,0,,,,,,,,,,,,,,57.341,20.521,40.391,59.05,76.63,87.583,-0.08,33.23,24.922,8.385,15.087,25.56,34.644,43.04,-0.057,33.23,17.737,4.476,9.111,14.319,24.228,44.255,0.287,33.23,1.129,0.379,0.451,0.698,1.373,2.23,0.165,33.23,1.474,1.252,1.373,1.44,1.588,1.736,0.198,33.23,74.496,20.995,44.385,74.324,104.704,113.342,0.005,33.23,0.637,0.015,0.073,0.482,1.207,1.281,0.262,0.0,10.351,2.658,4.174,9.741,15.591,20.59,0.092,33.23,45.923,37.384,44.197,47.639,49.712,52.408,-0.263,9.73,43.833,23.478,27.701,30.319,66.839,120.124,0.43,9.73,0.062,-13.325,24.7,7.5,10.01,22.5,0.0,0.0,0.93,2.71,0.0,0.24,20.78,4.24,6.39,9.01,16.44,1.86,2.44,6.43,17.0,2.44,7.49,9.05,6.2,15.82,5.83,ewood_perc,646.801,51.11699,43449.438,0.8562,1250505,156.307,34,468.24,3706.43,3551.05,32,1228703.0,0.999,0.0,0.001,0.0,1914.0,1989.0,1.23,3.09,21.188,0.24,22.808,25.127,12.219,14.099,0.0,0.0
2027,CH,St-Prex,Lac_Léman,LLeStP,lake,6.46,46.48,2524940,1148410,372.0,8000.3,1658.49,367.12,416.92,750.09,1610.33,2437.33,2932.59,4521.34,20.21,16.94,61.13,1981-10-01,2020-09-30,39,3.534,1.757,0.497,0.068,0.303,17.615,1.193,jja,211.022,3.815,son,,,0,,,,,,,,,,,,,,57.341,20.521,40.391,59.05,76.63,87.583,-0.08,33.23,24.922,8.385,15.087,25.56,34.644,43.04,-0.057,33.23,17.737,4.476,9.111,14.319,24.228,44.255,0.287,33.23,1.129,0.379,0.451,0.698,1.373,2.23,0.165,33.23,1.474,1.252,1.373,1.44,1.588,1.736,0.198,33.23,74.496,20.995,44.385,74.324,104.704,113.342,0.005,33.23,0.637,0.015,0.073,0.482,1.207,1.281,0.262,0.0,10.351,2.658,4.174,9.741,15.591,20.59,0.092,33.23,45.923,37.384,44.197,47.639,49.712,52.408,-0.263,9.73,43.833,23.478,27.701,30.319,66.839,120.124,0.43,9.73,0.062,-13.325,24.7,7.5,10.01,22.5,0.0,0.0,0.93,2.71,0.0,0.24,20.78,4.24,6.39,9.01,16.44,1.86,2.44,6.43,17.0,2.44,7.49,9.05,6.2,15.82,5.83,ewood_perc,646.801,51.11699,43449.438,0.8562,1250505,156.307,34,468.24,3706.43,3551.05,32,1228703.0,0.999,0.0,0.001,0.0,1914.0,1989.0,1.23,3.09,21.188,0.24,22.808,25.127,12.219,14.099,0.0,0.0
2028,CH,Genêve-Sécheron,Lac_Léman,LLeGen,lake,6.15,46.22,2500750,1119390,372.0,8000.3,1658.49,367.12,416.92,750.09,1610.33,2437.33,2932.59,4521.34,20.21,16.94,61.13,1981-10-01,2020-09-30,39,3.534,1.757,0.497,0.068,0.303,17.615,1.193,jja,211.022,3.815,son,,,0,,,,,,,,,,,,,,57.341,20.521,40.391,59.05,76.63,87.583,-0.08,33.23,24.922,8.385,15.087,25.56,34.644,43.04,-0.057,33.23,17.737,4.476,9.111,14.319,24.228,44.255,0.287,33.23,1.129,0.379,0.451,0.698,1.373,2.23,0.165,33.23,1.474,1.252,1.373,1.44,1.588,1.736,0.198,33.23,74.496,20.995,44.385,74.324,104.704,113.342,0.005,33.23,0.637,0.015,0.073,0.482,1.207,1.281,0.262,0.0,10.351,2.658,4.174,9.741,15.591,20.59,0.092,33.23,45.923,37.384,44.197,47.639,49.712,52.408,-0.263,9.73,43.833,23.478,27.701,30.319,66.839,120.124,0.43,9.73,0.062,-13.325,24.7,7.5,10.01,22.5,0.0,0.0,0.93,2.71,0.0,0.24,20.78,4.24,6.39,9.01,16.44,1.86,2.44,6.43,17.0,2.44,7.49,9.05,6.2,15.82,5.83,ewood_perc,646.801,51.11699,43449.438,0.8562,1250505,156.307,34,468.24,3706.43,3551.05,32,1228703.0,0.999,0.0,0.001,0.0,1914.0,1989.0,1.23,3.09,21.188,0.24,22.808,25.127,12.219,14.099,0.0,0.0
2029,CH,Brügg-Aegerten,Aare,AarBrA,stream,7.28,47.12,2588220,1219020,427.0,8248.6,1144.17,424.17,497.27,649.91,985.03,1469.1,2047.04,4084.22,14.53,21.0,38.94,1981-10-01,2020-09-30,39,3.784,1.671,0.442,0.148,0.135,15.589,1.163,jja,200.535,3.596,son,1981-10-01,2020-09-30,39,2.528,0.668,1.2,1.242,0.781,210.615,1.078,5.011,0.0,0.0,0.0,0.0,0.0,55.03,37.107,40.682,43.672,72.854,79.123,0.655,15.8,27.594,11.234,16.145,34.425,35.213,43.072,-0.616,15.8,17.376,6.836,10.093,19.223,24.276,27.134,-0.25,15.8,1.815,0.392,0.517,0.638,0.965,1.826,0.196,15.8,1.414,1.242,1.374,1.413,1.525,1.629,0.003,15.8,95.768,47.841,84.509,96.894,108.229,113.903,-0.037,15.8,1.01,0.031,0.907,1.198,1.259,1.375,-0.374,0.0,8.978,2.717,4.761,8.053,13.373,16.835,0.172,15.8,46.739,41.348,44.821,46.836,49.075,51.299,-0.027,4.82,46.743,2.767,27.274,32.069,69.536,120.517,0.402,4.82,0.071,-12.723,30.58,0.01,19.41,38.9,0.0,0.0,0.0,1.43,0.0,0.0,2.94,4.74,1.99,27.71,20.93,0.91,1.2,13.58,14.62,1.11,4.78,2.85,2.08,5.12,5.12,crop_perc,190.5194,13.08887,11125.543,0.0,1352953,164.022,18,660.48,1506.8,1453.5,18,608560.0,1.0,0.0,0.0,0.0,1920.0,1973.0,1.69,3.19,23.53,2.27,21.02,19.41,22.14,6.74,0.0,0.01
2030,CH,Thun,Aare,AarThu,stream,7.61,46.76,2613230,1179280,556.0,2459.3,1738.89,550.15,806.86,1236.01,1714.43,2198.41,2697.25,4084.22,24.89,6.51,74.82,1981-10-01,2020-09-30,39,4.415,1.399,0.317,0.186,0.325,15.948,1.156,jja,202.432,3.487,son,1981-10-01,2020-09-30,39,3.934,0.891,0.95,2.463,0.778,248.795,1.215,8.6,0.0,0.0,0.0,0.0,0.0,68.366,41.244,59.035,72.957,76.795,84.409,-0.306,37.39,20.251,9.411,14.467,16.366,26.7,37.491,0.387,37.39,11.383,5.066,8.187,9.664,14.81,20.531,0.299,37.39,0.843,0.396,0.463,0.743,1.083,1.421,0.11,37.39,1.505,1.358,1.359,1.52,1.588,1.696,-0.109,37.39,90.333,32.648,73.287,104.788,112.141,113.36,-0.513,37.39,0.742,0.013,0.065,1.158,1.229,1.286,-0.662,0.0,6.914,2.673,4.186,4.818,8.359,18.307,0.398,37.39,47.286,38.967,46.561,48.689,50.533,52.555,-0.249,5.08,30.015,3.163,27.351,28.823,31.292,75.148,0.069,5.08,0.056,-12.935,15.52,0.03,8.12,51.72,0.0,0.01,0.0,4.8,0.0,0.0,9.87,3.35,6.56,1.26,35.52,1.06,0.57,7.38,15.9,2.47,3.45,9.41,4.95,15.61,2.43,grass_perc,187.8922,12.98144,11034.221,0.0,153896,62.577,13,335.98,1311.5,1282.1,7,212650.0,1.0,0.0,0.0,0.0,1929.0,1958.0,1.84,1.59,11.64,0.44,27.75,23.65,23.16,9.93,0.0,0.0
2031,CH,Unterägeri,Ägerisee,AeSUnt,lake,8.59,47.14,2687480,1221420,723.0,48.1,934.49,723.41,723.41,759.81,922.26,1052.66,1157.23,1556.38,12.6,21.54,39.15,1981-10-01,2020-09-30,39,4.7,1.744,0.371,0.364,0.099,17.487,1.18,jja,209.714,3.584,son,,,0,,,,,,,,,,,,,,53.12,34.528,40.557,46.142,59.036,67.768,0.575,16.62,29.346,19.407,27.111,31.185,34.588,35.105,-0.316,16.62,17.535,10.917,12.125,14.872,24.54,25.031,0.381,16.62,0.514,0.391,0.473,0.566,0.59,0.692,-0.443,16.62,1.466,1.375,1.38,1.486,1.537,1.547,-0.228,16.62,99.741,93.229,95.475,103.638,105.108,107.212,-0.675,16.62,1.083,0.298,1.03,1.12,1.21,1.282,-0.076,0.0,8.734,2.813,3.911,9.294,13.884,16.159,-0.094,16.62,49.173,47.013,47.93,48.797,50.359,52.265,0.237,12.39,17.074,3.458,7.77,13.161,28.75,68.073,0.182,12.39,0.138,-13.895,29.55,0.0,56.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,0.0,0.01,35.27,0.42,0.0,9.15,35.74,0.0,15.09,0.0,0.0,0.0,4.32,ewood_perc,0.0,0.0,0.0,0.0,8217,170.832,0,0.0,0.0,0.0,0,0.0,,,,,,,0.0,2.96,26.59,0.0,14.01,42.31,0.0,14.13,0.0,0.0
2032,CH,Romanshorn,Bodensee_(Obersee),BoSRom,lake,9.38,47.56,2746160,1270040,391.0,10914.4,1308.93,390.92,442.09,600.71,1179.29,1964.04,2402.95,3558.31,16.9,20.75,50.7,1981-10-01,2020-09-30,39,3.666,1.62,0.442,0.324,0.26,15.333,1.194,jja,192.638,3.332,son,,,0,,,,,,,,,,,,,,54.812,35.081,37.952,43.727,72.792,87.456,0.585,12.47,27.896,8.51,15.914,33.833,35.575,43.972,-0.47,12.47,17.291,4.715,9.723,18.472,24.277,27.387,-0.144,12.47,1.019,0.375,0.448,0.534,1.364,2.185,0.233,12.47,1.459,1.286,1.364,1.417,1.585,1.735,0.282,12.47,79.089,27.41,57.41,80.765,110.384,113.166,-0.054,12.47,0.874,0.038,0.395,1.166,1.242,1.339,-0.557,0.0,10.014,2.81,3.306,9.228,15.778,19.884,0.115,12.47,47.096,39.64,44.773,47.815,50.043,52.224,-0.166,4.41,40.941,2.818,27.186,27.943,54.092,134.594,0.353,4.41,0.049,-12.542,31.02,1.9,15.85,28.99,0.0,0.33,0.79,1.12,0.08,0.02,15.1,4.53,0.26,11.47,31.28,0.94,1.13,8.46,19.17,3.43,4.63,0.57,6.64,7.4,4.88,grass_perc,48.2211,1.79232,1523.471,10.2948,1538627,140.972,15,523.2,1825.4,1783.6,21,573280.0,0.999,0.0,0.0,0.0,1822.0,1989.0,3.32,3.02,24.86,1.73,15.18,28.74,12.89,4.89,5.37,0.0
2033,CH,Ilanz,Vorderrhein,VorIla,stream,9.21,46.78,2734997,1182035,700.0,774.0,2026.59,699.2,1270.12,1648.09,2092.77,2438.19,2664.41,3558.31,25.51,1.56,82.3,1981-10-01,2020-09-30,39,4.191,1.36,0.325,0.251,0.396,17.948,1.266,jja,210.868,3.623,son,1981-10-01,2020-09-30,39,3.667,0.875,0.948,1.604,0.714,242.641,0.986,8.762,0.231,1.286,6.974,1.629,0.0,74.695,56.266,69.28,75.512,78.891,85.969,-0.082,28.36,16.676,9.142,12.787,16.43,21.019,30.517,0.035,28.36,8.629,4.582,7.304,9.28,10.184,13.413,-0.204,28.36,0.892,0.424,0.437,0.715,1.249,2.135,0.308,28.36,1.605,1.48,1.559,1.588,1.624,1.715,0.199,28.36,65.678,19.12,44.586,69.773,100.827,110.077,-0.121,28.36,0.658,0.016,0.079,0.558,1.12,1.264,0.168,0.0,9.914,2.778,3.735,5.2,15.261,19.869,0.633,28.36,47.796,39.345,41.401,50.513,52.191,53.799,-0.407,1.09,26.912,26.35,27.257,27.582,28.301,29.25,-0.117,1.09,0.047,-13.935,11.55,13.63,5.63,8.34,0.0,0.37,0.0,12.77,1.18,0.17,44.39,0.48,1.49,0.04,35.07,0.0,0.04,1.74,16.69,7.95,0.51,2.4,13.22,21.44,0.92,grass_perc,19.8967,0.78219,664.862,0.0,11133,14.384,3,84.0,379.5,371.9,7,161600.0,1.0,0.0,0.0,0.0,1947.0,1989.0,0.0,0.29,11.18,0.08,43.02,36.62,6.84,1.97,0.0,0.0
2034,CH,Payerne-Caserne_d'aviation,Broye,BroPay,stream,6.94,46.84,2561660,1187320,444.0,415.9,723.4,443.84,532.14,640.27,721.59,805.0,868.24,1499.39,6.59,27.49,7.18,1981-10-01,2020-09-30,39,3.3,1.809,0.548,0.138,0.042,19.23,1.168,jja,229.56,4.197,son,1981-10-01,2020-09-30,39,1.615,0.489,1.649,2.331,0.539,145.0,0.259,5.175,6.359,1.467,32.743,6.757,0.0,47.787,38.463,40.524,41.727,49.299,80.599,0.442,0.0,31.739,10.75,31.968,34.708,35.48,35.865,-0.345,0.0,20.474,8.661,18.812,22.458,24.67,27.048,-0.326,0.0,1.521,0.395,0.581,0.634,0.735,1.497,0.171,0.0,1.399,1.302,1.378,1.411,1.431,1.619,-0.059,0.0,99.433,73.199,95.401,95.466,103.521,109.684,0.167,0.0,1.29,1.152,1.183,1.222,1.261,1.292,1.409,0.0,11.969,2.908,6.021,13.322,16.555,16.849,-0.249,0.0,45.082,43.927,44.465,44.976,45.509,46.707,0.121,0.0,65.845,4.964,50.834,69.311,75.351,117.715,-0.115,0.0,0.111,-13.701,39.51,0.0,57.33,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.21,2.01,0.27,0.92,13.71,9.0,0.0,0.0,0.0,0.0,0.0,4.87,crop_perc,0.0,0.0,0.0,0.0,65179,156.718,0,0.0,0.0,0.0,0,0.0,,,,,,,0.54,3.43,34.55,0.99,39.68,20.33,0.48,0.0,0.0,0.0
2041,CH,Oberriet-Blatten,Rhein,RheObe,stream,9.57,47.31,2761215,1241750,422.0,6141.9,1791.68,422.08,861.5,1362.53,1868.39,2278.62,2555.53,3558.31,24.05,4.43,76.97,1981-10-01,2020-09-30,39,3.618,1.486,0.411,0.343,0.308,16.436,1.209,jja,203.099,3.447,djf,,,0,,,,,,,,,,,,,,62.936,36.827,42.879,70.315,76.984,87.595,-0.402,13.65,23.984,8.393,14.214,21.446,35.985,43.942,0.204,13.65,13.081,4.4,9.078,10.583,19.129,24.144,0.369,13.65,1.087,0.374,0.441,0.851,1.418,2.117,0.148,13.65,1.513,1.29,1.409,1.538,1.589,1.736,-0.174,13.65,69.831,20.801,48.18,70.045,104.736,113.319,-0.007,13.65,0.77,0.034,0.259,0.898,1.222,1.299,-0.238,0.0,10.481,2.687,3.91,9.552,15.82,19.777,0.139,13.65,47.838,38.675,47.445,49.077,50.711,52.664,-0.241,0.42,28.407,3.146,27.19,27.993,28.867,57.963,0.029,0.42,0.047,-12.766,18.12,2.99,7.14,40.27,0.0,0.59,1.41,1.99,0.15,0.04,26.65,0.2,0.46,2.73,34.61,0.12,0.82,4.84,23.07,5.2,0.39,1.01,11.4,13.11,2.7,grass_perc,48.2211,1.79232,1523.471,10.122,354414,57.704,15,523.2,1825.4,1783.6,20,573130.0,0.999,0.0,0.0,0.0,1919.0,1989.0,2.78,1.11,17.43,0.55,23.44,36.96,16.83,0.9,0.0,0.0
2043,CH,Berlingen,Bodensee_(Untersee),BoSBer,lake,9.02,47.68,2718570,1281730,391.0,11484.6,1268.96,390.92,432.89,577.53,1076.66,1928.08,2386.56,3558.31,16.31,21.98,48.42,1981-10-01,2020-09-30,39,3.602,1.64,0.455,0.322,0.248,15.154,1.189,jja,192.663,3.347,son,,,0,,,,,,,,,,,,,,54.45,35.155,37.95,43.692,72.707,87.438,0.572,12.29,27.968,8.503,15.919,34.146,35.276,43.965,-0.494,12.29,17.582,4.754,9.744,18.638,24.418,27.388,-0.129,12.29,0.994,0.373,0.448,0.532,1.352,2.176,0.228,12.29,1.456,1.287,1.364,1.416,1.555,1.734,0.275,12.29,79.994,28.218,57.477,82.088,110.418,113.06,-0.068,12.29,0.887,0.039,0.41,1.17,1.244,1.343,-0.542,0.0,9.988,2.826,3.302,8.912,15.809,19.88,0.157,12.29,46.936,39.72,44.373,47.657,49.89,52.176,-0.168,4.64,44.34,2.839,27.19,27.969,62.667,141.217,0.41,4.64,0.049,-12.515,31.96,1.8,16.42,28.05,0.06,0.31,0.8,1.06,0.08,0.02,14.34,4.84,0.25,12.63,30.17,0.9,1.21,9.19,18.53,3.36,4.95,0.54,6.33,7.03,5.17,grass_perc,48.2211,1.79232,1523.471,10.2948,1772929,154.374,15,523.2,1825.4,1783.6,21,573280.0,0.999,0.0,0.0,0.0,1822.0,1989.0,3.19,3.6,25.0,2.1,14.56,28.12,12.72,5.19,5.5,0.02
